0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
-2.235174E-09, 0.01
-5.051493E-09, 0.0226
-7.122755E-09, 0.0352
-1.049042E-08, 0.0478
-1.126528E-08, 0.0604
-1.424551E-08, 0.07300001
-1.502037E-08, 0.08560001
-2.098083E-08, 0.09820002
-2.253056E-08, 0.1108
-2.253056E-08, 0.1234
-2.253056E-08, 0.136
-2.253056E-08, 0.1486001
-2.253056E-08, 0.1675001
-2.253056E-08, 0.1927001
-2.253056E-08, 0.2179001
-2.551079E-08, 0.2431001
-5.698204E-08, 0.2683001
-6.008148E-08, 0.2935
-4.065037E-08, 0.3187
-4.947185E-08, 0.3439
-4.065037E-08, 0.3690999
-4.351139E-08, 0.3942999
-5.102157E-08, 0.4194999
-3.314018E-08, 0.4446999
-2.408028E-08, 0.4698999
0, 0.4950999
-1.549721E-09, 0.5202999
0, 0.5415999
4.675239E-08, 0.5491999
-7.450582E-10, 0.5491998
-3.576279E-08, 0.5491998
-4.172325E-08, 0.5491998
-2.980232E-08, 0.5491998
-1.251698E-07, 0.5491998
-2.384186E-07, 0.5491998
-2.384186E-07, 0.5491998
-1.311302E-07, 0.5491997
-2.026558E-07, 0.5491997
0.003241325, 0.5453928
0.01872802, 0.5271896
0.03505208, 0.5080062
0.05135258, 0.4888384
0.06762721, 0.4696829
0.07981747, 0.4553225
0.08793581, 0.4457515
0.09604847, 0.4361823
0.1041552, 0.4266143
0.1122566, 0.4170478
0.1203522, 0.4074821
0.1284426, 0.3979171
0.1365278, 0.3883524
0.1446078, 0.3787879
0.1526828, 0.3692234
0.1607528, 0.3596586
0.1688182, 0.3500933
0.1768788, 0.3405274
0.1849347, 0.3309606
0.1929861, 0.3213926
0.2010325, 0.311823
0.2090746, 0.3022521
0.217112, 0.2926793
0.2251449, 0.2831046
0.2331731, 0.2735274
0.2411969, 0.263948
0.2492161, 0.254366
0.2572306, 0.2447813
0.2652404, 0.2351935
0.2732452, 0.2256023
0.281245, 0.2160076
0.2892396, 0.2064091
0.2972289, 0.1968066
0.3052125, 0.1871998
0.3131896, 0.1775878
0.3211601, 0.1679706
0.3291229, 0.1583471
0.3370773, 0.1487167
0.3450211, 0.1390776
0.3529508, 0.1294269
0.3529508, 0.1294269
0.3529508, 0.1294269
0.3529508, 0.1294269
0.3529509, 0.1294269
0.3529509, 0.1294269
0.3529509, 0.1294269
0.3529509, 0.1294269
0.3529509, 0.1294269
0.3529508, 0.1294269
0.3529509, 0.1294269
0.3529508, 0.1294269
0.3529508, 0.1294269
0.3529508, 0.1294269
0.3529509, 0.1294269
0.3529509, 0.1294269
0.3529509, 0.1294269
0.3529509, 0.1294269
