0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0.007071067, 0.007071069
0.01414214, 0.01414214
0.0212132, 0.02121321
0.02828427, 0.02828428
0.03535533, 0.03535534
0.0424264, 0.04242641
0.04949747, 0.04949748
0.05656854, 0.05656856
0.06363961, 0.06363963
0.07071069, 0.0707107
0.07778177, 0.07778178
0.08485284, 0.08485286
0.09545946, 0.09545948
0.1096016, 0.1096016
0.1237438, 0.1237438
0.1378859, 0.1378859
0.152028, 0.152028
0.1661701, 0.1661701
0.1803122, 0.1803122
0.1944543, 0.1944544
0.2085965, 0.2085965
0.2227386, 0.2227386
0.2368807, 0.2368808
0.2510229, 0.2510229
0.265165, 0.265165
0.2793071, 0.2793071
0.2934493, 0.2934493
0.3075914, 0.3075914
0.311127, 0.3111269
0.3111269, 0.3111269
0.311127, 0.3111269
0.3111269, 0.3111269
0.3111269, 0.3111269
0.311127, 0.3111269
0.311127, 0.311127
0.311127, 0.311127
0.3111269, 0.3111269
0.3111269, 0.3111269
0.3080178, 0.3072112
0.295476, 0.2916328
0.2827432, 0.2762101
0.2698157, 0.2609499
0.2566989, 0.2458521
0.2467466, 0.2346293
0.2400524, 0.2272007
0.2333148, 0.2198112
0.2265344, 0.2124608
0.2197128, 0.2051488
0.2128505, 0.1978752
0.2059485, 0.1906391
0.1990076, 0.1834401
0.1920289, 0.1762779
0.1850133, 0.1691517
0.1779617, 0.1620613
0.1708752, 0.1550057
0.1637547, 0.1479844
0.1566011, 0.1409969
0.1494153, 0.1340424
0.1421981, 0.1271206
0.134951, 0.1202302
0.1276744, 0.1133707
0.1203699, 0.1065411
0.1130379, 0.099741
0.10568, 0.09296893
0.09829696, 0.0862242
0.09089009, 0.07950578
0.08346033, 0.07281258
0.07600882, 0.06614362
0.06853675, 0.05949774
0.0610454, 0.05287355
0.05353615, 0.04626972
0.04601036, 0.03968475
0.03846879, 0.03311781
0.03091382, 0.02656627
0.02334658, 0.02002892
0.01576936, 0.01350315
0.008184671, 0.00698605
0.0005899279, 0.0004806887
0.0005899279, 0.0004806887
0.000589926, 0.0004806859
0.0005899332, 0.0004806982
0.0005899309, 0.0004806807
0.0005899273, 0.000480686
0.0005899242, 0.0004806941
0.0005899256, 0.0004806852
0.0005899258, 0.0004806854
0.0005899218, 0.0004806969
0.0005899353, 0.000480679
0.0005899199, 0.0004806941
0.0005899274, 0.0004806858
0.0005899263, 0.0004806956
0.0005899293, 0.0004806784
0.0005899341, 0.0004806862
0.0005899327, 0.0004806907
0.0005899293, 0.0004806941
0.0005899275, 0.000480699
0.0005899327, 0.0004806814
0.000589931, 0.0004806898
0.0005899217, 0.0004806937
0.008711817, 0.006314655
