sep=;
experiment_start_time;redirector;resetter;tracking_size_x;tracking_size_z;reset_count;virtual_distance_between_resets_median;time_elapsed_between_resets_median;sum_injected_translation;sum_injected_rotation_g_r;sum_injected_rotation_g_c;sum_real_distance_travelled;sum_virtual_distance_travelled;min_g_t;max_g_t;min_g_r;max_g_r;min_g_c;max_g_c;g_t_average;injected_translation_average;g_r_average;injected_rotation_from_rotation_gain_average;g_c_average;injected_rotation_from_curvature_gain_average;injected_rotation_average;real_position_average;virtual_position_average;distance_to_boundary_average;distance_to_center_average;normalized_distance_to_boundary_average;normalized_distance_to_center_average;experiment_duration;average_sampling_interval;
2017 04 09 17:46:04;ZigZagRedirector;TwoOneTurnResetter;20;20;0;32.91027;37.6;6.510298;194.1166;71.31361;26.40002;32.91027;0.2416538;0.26;-0.2;0.2;-6.716489;7.639438;0.01747943;0.001747942;0.01725347;0.05195148;0.1955296;0.01955293;0.05913984;(0.2, 0.1);(0.4, 0.4);0.7933572;0.2141895;0.05905139;0.01594261;37.6;0.1190476;
